transaction_id,date,time,day_of_week,month,quarter,account_id,account_holder,entity_type,sector,originating_bank,account_country,risk_rating,is_pep,counterparty_id,counterparty_bank,counterparty_country,transaction_type,amount_gbp,currency,reference,purpose,fraud_type,is_fraud
TX100671,2023-11-14,13:54:05,Tuesday,November,Q4,ACC10104,Entity_104,Corporate,Logistics,Starling,Netherlands,Medium,0,ACC10019,Lloyds,UK,BACS,64979.87,GBP,REF69375,Dividend,None,0
TX100672,2023-07-10,15:38:34,Monday,July,Q3,ACC10107,Entity_107,LLP,Hospitality,Monzo,UK,Low,0,ACC10099,Metro Bank,BVI,BACS,10774.95,GBP,REF55433,Dividend,None,0
TX100673,2023-10-26,10:49:10,Thursday,October,Q4,ACC10066,Entity_066,Corporate,Retail,TSB,UK,Medium,0,ACC10045,NatWest,Singapore,FX Settlement,40963.88,EUR,REF27295,Repayment,None,0
TX100674,2023-09-15,08:32:43,Friday,September,Q3,ACC10028,Entity_028,Charity,Real Estate,NatWest,UK,Medium,0,ACC10092,Virgin Money,Cyprus,Internal Transfer,394774.0,GBP,REF10170,Investment,None,0
TX100675,2023-08-28,08:48:03,Monday,August,Q3,ACC10046,Entity_046,Individual,Manufacturing,Metro Bank,UK,High,0,ACC10118,Metro Bank,Cyprus,Loan Repayment,685403.28,GBP,REF24034,Repayment,None,0
TX100676,2023-04-19,10:45:19,Wednesday,April,Q2,ACC10037,Entity_037,Partnership,Technology,Virgin Money,Malta,Low,0,ACC10085,TSB,UK,BACS,92835.37,USD,REF46259,Repayment,Benford Anomaly,1
TX100677,2023-04-05,13:03:26,Wednesday,April,Q2,ACC10000,Entity_000,Individual,Logistics,Santander UK,UAE,Low,0,ACC10096,NatWest,Isle of Man,Internal Transfer,421.02,GBP,REF57330,Loan Payment,None,0
TX100678,2023-03-19,11:58:52,Sunday,March,Q1,ACC10115,Entity_115,Trust,Logistics,Metro Bank,UK,High,0,ACC10063,Starling,UK,Loan Disbursement,327662.99,GBP,REF37734,Consultancy Fee,None,0
TX100679,2023-02-18,14:29:10,Saturday,February,Q1,ACC10116,Entity_116,Charity,Retail,Metro Bank,UK,Medium,0,ACC10013,HSBC,UK,FX Settlement,50000,GBP,REF54687,Trade Settlement,Round Number,1
TX100680,2023-01-04,14:23:37,Wednesday,January,Q1,ACC10006,Entity_006,SPV,Logistics,NatWest,UK,High,0,ACC10059,Lloyds,Netherlands,Loan Repayment,14883.81,GBP,REF56917,Investment,None,0
TX100681,2023-01-25,16:25:35,Wednesday,January,Q1,ACC10104,Entity_104,Corporate,Logistics,Starling,Netherlands,Medium,0,ACC10060,Starling,Cyprus,Standing Order,50000,AED,REF39035,Property Purchase,Round Number,1
TX100682,2023-10-02,18:40:01,Monday,October,Q4,ACC10117,Entity_117,Individual,Hospitality,Barclays,UK,Low,0,ACC10023,NatWest,BVI,Loan Repayment,370722.83,GBP,REF81364,Investment,High-Risk Jurisdiction,1
TX100683,2023-05-27,15:18:48,Saturday,May,Q2,ACC10070,Entity_070,Individual,Professional Services,Barclays,UK,Low,0,ACC10101,Starling,UAE,Standing Order,19196.89,USD,REF99714,Trade Settlement,None,0
TX100684,2023-03-12,13:50:13,Sunday,March,Q1,ACC10044,Entity_044,Partnership,Finance,Lloyds,UK,Medium,0,ACC10109,Lloyds,UK,FX Settlement,34452.03,GBP,REF98515,Trade Settlement,None,0
TX100685,2023-02-19,12:43:21,Sunday,February,Q1,ACC10055,Entity_055,Charity,Finance,NatWest,UK,Low,0,ACC10079,Lloyds,UK,Internal Transfer,94522.24,GBP,REF49530,Intercompany Transfer,Benford Anomaly,1
TX100686,2023-10-30,14:22:30,Monday,October,Q4,ACC10087,Entity_087,Trust,Hospitality,NatWest,Singapore,Low,0,ACC10023,NatWest,Cyprus,Loan Disbursement,160.59,GBP,REF91534,Repayment,None,0
TX100687,2023-11-04,18:08:06,Saturday,November,Q4,ACC10077,Entity_077,Partnership,Construction,Barclays,Cyprus,Low,0,ACC10102,Monzo,UK,SWIFT,1638.67,USD,REF94776,Property Purchase,None,0
TX100688,2023-03-10,15:35:31,Friday,March,Q1,ACC10020,Entity_020,Individual,Construction,Lloyds,UK,Medium,0,ACC10067,Barclays,UK,Standing Order,17525.97,GBP,REF30837,Loan Payment,None,0
TX100689,2023-02-16,12:14:05,Thursday,February,Q1,ACC10093,Entity_093,SPV,Construction,Metro Bank,UK,Low,0,ACC10027,HSBC,UK,SWIFT,9201.76,USD,REF77969,Property Purchase,None,0
TX100690,2023-05-24,10:55:43,Wednesday,May,Q2,ACC10103,Entity_103,SME,Retail,NatWest,UK,Low,1,ACC10017,NatWest,UK,Internal Transfer,167.69,GBP,REF28887,Trade Settlement,None,0
TX100691,2023-12-04,09:30:08,Monday,December,Q4,ACC10072,Entity_072,Charity,Manufacturing,NatWest,Malta,Low,0,ACC10105,HSBC,Malta,Wire Transfer,313786.74,GBP,REF98331,Unknown,None,0
TX100692,2023-05-22,17:30:34,Monday,May,Q2,ACC10116,Entity_116,Charity,Retail,Metro Bank,UK,Medium,0,ACC10002,Metro Bank,UK,Loan Repayment,1532.21,GBP,REF86171,Consultancy Fee,None,0
TX100693,2023-09-06,13:25:23,Wednesday,September,Q3,ACC10026,Entity_026,Trust,Retail,Santander UK,UK,Low,0,ACC10086,HSBC,UK,SWIFT,75102.5,AED,REF59987,Investment,None,0
TX100694,2023-01-28,14:21:39,Saturday,January,Q1,ACC10098,Entity_098,Individual,Logistics,Santander UK,UK,Low,0,ACC10103,NatWest,UK,FX Settlement,326878.05,USD,REF13890,Investment,None,0
TX100695,2023-10-29,12:25:07,Sunday,October,Q4,ACC10107,Entity_107,LLP,Hospitality,Monzo,UK,Low,0,ACC10014,Virgin Money,Singapore,SWIFT,87845.84,USD,REF86022,Intercompany Transfer,Benford Anomaly,1
TX100696,2023-02-12,13:07:24,Sunday,February,Q1,ACC10041,Entity_041,Trust,Hospitality,Metro Bank,UK,Low,0,ACC10033,Barclays,Germany,Standing Order,6258.98,GBP,REF21127,Property Purchase,None,0
TX100697,2023-10-06,13:27:49,Friday,October,Q4,ACC10090,Entity_090,Individual,Import/Export,Monzo,UK,Medium,0,ACC10043,Santander UK,UK,Internal Transfer,3247.94,AED,REF72980,Repayment,None,0
TX100698,2023-04-26,14:00:07,Wednesday,April,Q2,ACC10087,Entity_087,Trust,Hospitality,NatWest,Singapore,Low,0,ACC10047,HSBC,UK,Loan Disbursement,273.33,GBP,REF22267,Investment,None,0
TX100699,2023-10-28,08:53:04,Saturday,October,Q4,ACC10041,Entity_041,Trust,Hospitality,Metro Bank,UK,Low,0,ACC10003,Virgin Money,UK,BACS,10640.18,GBP,REF78485,Repayment,None,0
TX100700,2023-05-18,08:42:49,Thursday,May,Q2,ACC10109,Entity_109,SME,Logistics,Lloyds,UK,Medium,1,ACC10036,TSB,UK,CHAPS,323.81,GBP,REF19047,Property Purchase,None,0
TX100701,2023-08-24,12:34:43,Thursday,August,Q3,ACC10049,Entity_049,Individual,Hospitality,Starling,USA,Medium,0,ACC10012,Barclays,UK,SWIFT,289228.42,GBP,REF67892,Property Purchase,None,0
TX100702,2023-05-31,12:16:38,Wednesday,May,Q2,ACC10018,Entity_018,Charity,Construction,HSBC,UK,Low,0,ACC10038,Monzo,UK,SWIFT,15199.63,GBP,REF81470,Dividend,None,0
TX100703,2023-07-11,08:44:03,Tuesday,July,Q3,ACC10011,Entity_011,Individual,Retail,Metro Bank,Singapore,High,0,ACC10074,HSBC,UK,CHAPS,15088.63,GBP,REF85855,Trade Settlement,None,0
TX100704,2023-05-25,12:50:59,Thursday,May,Q2,ACC10050,Entity_050,SME,Logistics,Santander UK,UK,Low,0,ACC10115,Metro Bank,UK,Loan Repayment,932.59,AED,REF30769,Consultancy Fee,None,0
TX100705,2023-03-19,14:22:07,Sunday,March,Q1,ACC10036,Entity_036,Trust,Logistics,TSB,UK,Low,0,ACC10078,NatWest,UK,Wire Transfer,102949.78,GBP,REF84628,Investment,None,0
TX100706,2023-02-24,17:52:22,Friday,February,Q1,ACC10084,Entity_084,Corporate,Manufacturing,NatWest,France,Low,0,ACC10062,Monzo,UK,Internal Transfer,94750.3,GBP,REF40146,Dividend,Benford Anomaly,1
TX100707,2023-12-28,09:59:57,Thursday,December,Q4,ACC10106,Entity_106,SPV,Import/Export,Metro Bank,Germany,Medium,0,ACC10068,Santander UK,UK,Wire Transfer,66418.95,GBP,REF98332,Consultancy Fee,None,0
TX100708,2023-01-16,15:17:36,Monday,January,Q1,ACC10094,Entity_094,Individual,Manufacturing,HSBC,UK,Medium,0,ACC10089,Metro Bank,Cayman Islands,BACS,50000,GBP,REF63344,Dividend,Round Number,1
TX100709,2023-09-19,15:22:41,Tuesday,September,Q3,ACC10012,Entity_012,SME,Retail,Barclays,UK,High,0,ACC10022,Santander UK,UK,Internal Transfer,761447.51,GBP,REF95911,Repayment,None,0
TX100710,2023-09-26,13:53:43,Tuesday,September,Q3,ACC10093,Entity_093,SPV,Construction,Metro Bank,UK,Low,0,ACC10012,Barclays,UK,Loan Disbursement,164923.09,USD,REF93422,Loan Payment,None,0
TX100711,2023-10-19,16:20:41,Thursday,October,Q4,ACC10074,Entity_074,LLP,Finance,HSBC,UK,High,0,ACC10010,Monzo,France,Loan Disbursement,130.54,GBP,REF30782,Consultancy Fee,None,0
TX100712,2023-03-18,18:06:55,Saturday,March,Q1,ACC10067,Entity_067,SPV,Retail,Barclays,UK,Low,0,ACC10057,Starling,USA,CHAPS,3509.12,EUR,REF96446,Intercompany Transfer,None,0
TX100713,2023-05-26,11:30:17,Friday,May,Q2,ACC10055,Entity_055,Charity,Finance,NatWest,UK,Low,0,ACC10060,Starling,Cyprus,SWIFT,91046.98,GBP,REF79437,Property Purchase,None,0
TX100714,2023-01-07,16:22:19,Saturday,January,Q1,ACC10092,Entity_092,SME,Import/Export,Virgin Money,Cyprus,Low,0,ACC10118,Metro Bank,Cyprus,CHAPS,131461.91,EUR,REF87058,Loan Payment,None,0
TX100715,2023-01-07,10:05:47,Saturday,January,Q1,ACC10076,Entity_076,LLP,Import/Export,Monzo,USA,Medium,0,ACC10049,Starling,USA,Loan Repayment,2656.7,GBP,REF92247,Repayment,None,0
TX100716,2023-12-03,15:56:17,Sunday,December,Q4,ACC10110,Entity_110,SME,Construction,Metro Bank,UK,Low,0,ACC10053,TSB,UK,Loan Disbursement,1254.71,GBP,REF44037,Dividend,None,0
TX100717,2023-04-22,10:04:41,Saturday,April,Q2,ACC10092,Entity_092,SME,Import/Export,Virgin Money,Cyprus,Low,0,ACC10072,NatWest,Malta,SWIFT,1189.9,GBP,REF96821,Repayment,None,0
TX100718,2023-09-04,17:50:08,Monday,September,Q3,ACC10102,Entity_102,LLP,Finance,Monzo,UK,Low,0,ACC10118,Metro Bank,Cyprus,Internal Transfer,601766.03,GBP,REF10234,Trade Settlement,None,0
TX100719,2023-07-27,13:35:01,Thursday,July,Q3,ACC10015,Entity_015,Trust,Construction,Santander UK,UK,Low,0,ACC10030,TSB,UK,Loan Repayment,186.78,EUR,REF25908,Property Purchase,None,0
TX100720,2023-05-25,14:18:36,Thursday,May,Q2,ACC10071,Entity_071,SME,Professional Services,TSB,UK,Low,0,ACC10053,TSB,UK,Wire Transfer,4898.09,USD,REF27712,Loan Payment,Velocity,1
TX100721,2023-10-09,08:43:33,Monday,October,Q4,ACC10017,Entity_017,Individual,Finance,NatWest,UK,Low,0,ACC10023,NatWest,Cyprus,Standing Order,321506.96,USD,REF81856,Intercompany Transfer,None,0
TX100722,2023-02-04,13:55:41,Saturday,February,Q1,ACC10035,Entity_035,Partnership,Hospitality,HSBC,UK,Low,0,ACC10117,Barclays,UK,Loan Disbursement,162.21,EUR,REF37086,Property Purchase,None,0
TX100723,2023-06-30,16:56:42,Friday,June,Q2,ACC10094,Entity_094,Individual,Manufacturing,HSBC,UK,Medium,0,ACC10046,Metro Bank,UK,SWIFT,7739.54,USD,REF67110,Unknown,None,0
TX100724,2023-06-02,11:01:54,Friday,June,Q2,ACC10040,Entity_040,SPV,Manufacturing,HSBC,UK,Low,0,ACC10080,Lloyds,UAE,BACS,6782.51,GBP,REF30508,Investment,None,0
TX100725,2023-01-21,10:13:58,Saturday,January,Q1,ACC10082,Entity_082,Partnership,Real Estate,TSB,UK,Medium,0,ACC10062,Monzo,UK,SWIFT,749.35,GBP,REF95797,Investment,None,0
TX100726,2023-08-05,10:14:50,Saturday,August,Q3,ACC10036,Entity_036,Trust,Logistics,TSB,UK,Low,0,ACC10072,NatWest,Malta,Loan Repayment,205.43,EUR,REF99129,Loan Payment,None,0
TX100727,2023-11-18,14:16:31,Saturday,November,Q4,ACC10035,Entity_035,Partnership,Hospitality,HSBC,UK,Low,0,ACC10030,TSB,UK,Loan Repayment,93198.03,USD,REF23926,Unknown,Benford Anomaly,1
TX100728,2023-02-19,18:40:37,Sunday,February,Q1,ACC10034,Entity_034,Individual,Finance,HSBC,UK,Low,0,ACC10063,Starling,UK,CHAPS,726.67,AED,REF47317,Property Purchase,None,0
TX100729,2023-01-01,18:50:29,Sunday,January,Q1,ACC10020,Entity_020,Individual,Construction,Lloyds,UK,Medium,0,ACC10078,NatWest,UK,Standing Order,154.57,USD,REF77135,Repayment,None,0
TX100730,2023-12-11,18:01:59,Monday,December,Q4,ACC10018,Entity_018,Charity,Construction,HSBC,UK,Low,0,ACC10116,Metro Bank,UK,Internal Transfer,1393.38,GBP,REF58171,Repayment,None,0
TX100731,2023-03-27,17:23:25,Monday,March,Q1,ACC10057,Entity_057,Charity,Real Estate,Starling,USA,Low,0,ACC10048,Santander UK,UK,Wire Transfer,38332.51,GBP,REF77106,Consultancy Fee,None,0
TX100732,2023-12-12,12:10:31,Tuesday,December,Q4,ACC10115,Entity_115,Trust,Logistics,Metro Bank,UK,High,0,ACC10075,Metro Bank,UK,Standing Order,494183.78,GBP,REF75480,Dividend,None,0
TX100733,2023-06-30,14:58:00,Friday,June,Q2,ACC10004,Entity_004,SPV,Technology,Starling,UK,Low,0,ACC10089,Metro Bank,Cyprus,BACS,343390.01,EUR,REF11677,Repayment,High-Risk Jurisdiction,1
TX100734,2023-09-12,12:12:47,Tuesday,September,Q3,ACC10034,Entity_034,Individual,Finance,HSBC,UK,Low,0,ACC10079,Lloyds,UK,FX Settlement,9987.62,EUR,REF39674,Unknown,Structuring,1
TX100735,2023-08-17,15:08:08,Thursday,August,Q3,ACC10098,Entity_098,Individual,Logistics,Santander UK,UK,Low,0,ACC10053,TSB,UK,FX Settlement,168.26,GBP,REF42463,Property Purchase,None,0
TX100736,2023-12-09,10:14:53,Saturday,December,Q4,ACC10116,Entity_116,Charity,Retail,Metro Bank,UK,Medium,0,ACC10043,Santander UK,UK,CHAPS,795.99,AED,REF80187,Intercompany Transfer,None,0
TX100737,2023-08-02,12:18:53,Wednesday,August,Q3,ACC10063,Entity_063,SME,Manufacturing,Starling,UK,High,0,ACC10115,Metro Bank,UK,BACS,511296.21,GBP,REF86411,Trade Settlement,None,0
TX100738,2023-06-29,18:34:13,Thursday,June,Q2,ACC10092,Entity_092,SME,Import/Export,Virgin Money,Cyprus,Low,0,ACC10044,Lloyds,UK,Internal Transfer,1498.12,GBP,REF52386,Intercompany Transfer,None,0
TX100739,2023-05-06,12:24:20,Saturday,May,Q2,ACC10113,Entity_113,LLP,Professional Services,Metro Bank,UAE,Low,0,ACC10111,Starling,UK,FX Settlement,282312.37,GBP,REF84640,Dividend,None,0
TX100740,2023-03-18,09:38:15,Saturday,March,Q1,ACC10083,Entity_083,Trust,Real Estate,Lloyds,France,Medium,0,ACC10116,Metro Bank,UK,FX Settlement,394.64,GBP,REF62775,Unknown,None,0
TX100741,2023-10-11,10:33:41,Wednesday,October,Q4,ACC10032,Entity_032,LLP,Retail,Metro Bank,UK,Medium,1,ACC10017,NatWest,UK,Loan Disbursement,1955.26,GBP,REF14232,Trade Settlement,None,0
TX100742,2023-04-26,14:47:00,Wednesday,April,Q2,ACC10068,Entity_068,Trust,Retail,Santander UK,UK,Medium,0,ACC10033,Barclays,Germany,Standing Order,226564.62,EUR,REF98369,Consultancy Fee,None,0
TX100743,2023-04-16,08:21:10,Sunday,April,Q2,ACC10077,Entity_077,Partnership,Construction,Barclays,Cyprus,Low,0,ACC10024,Starling,UAE,Internal Transfer,2027.82,GBP,REF43083,Loan Payment,Velocity,1
TX100744,2023-04-09,10:36:02,Sunday,April,Q2,ACC10048,Entity_048,Partnership,Real Estate,Santander UK,UK,Medium,0,ACC10088,Virgin Money,BVI,Standing Order,16353.78,GBP,REF52350,Repayment,None,0
TX100745,2023-08-03,18:51:57,Thursday,August,Q3,ACC10050,Entity_050,SME,Logistics,Santander UK,UK,Low,0,ACC10019,Lloyds,UK,Wire Transfer,685785.51,GBP,REF48006,Dividend,None,0
TX100746,2023-08-05,12:08:05,Saturday,August,Q3,ACC10081,Entity_081,SPV,Construction,Virgin Money,UK,Low,0,ACC10063,Starling,UK,Loan Disbursement,250000,USD,REF98319,Consultancy Fee,Round Number,1
TX100747,2023-07-15,08:15:21,Saturday,July,Q3,ACC10093,Entity_093,SPV,Construction,Metro Bank,UK,Low,0,ACC10095,Starling,UAE,Internal Transfer,1052.66,GBP,REF44304,Dividend,None,0
TX100748,2023-04-13,11:50:35,Thursday,April,Q2,ACC10063,Entity_063,SME,Manufacturing,Starling,UK,High,0,ACC10034,HSBC,UK,FX Settlement,1123050.98,GBP,REF91708,Intercompany Transfer,None,0
TX100749,2023-09-16,16:21:21,Saturday,September,Q3,ACC10052,Entity_052,Charity,Construction,Lloyds,UK,Low,0,ACC10038,Monzo,UK,Wire Transfer,8931.1,GBP,REF77408,Loan Payment,None,0
TX100750,2023-07-24,09:29:52,Monday,July,Q3,ACC10080,Entity_080,Partnership,Construction,Lloyds,UAE,High,0,ACC10109,Lloyds,UK,Internal Transfer,82319.53,GBP,REF48000,Repayment,Benford Anomaly,1
TX100751,2023-05-29,17:17:49,Monday,May,Q2,ACC10047,Entity_047,SME,Retail,HSBC,UK,Low,0,ACC10088,Virgin Money,BVI,BACS,54168.63,GBP,REF60482,Investment,None,0
TX100752,2023-05-08,14:32:07,Monday,May,Q2,ACC10056,Entity_056,Partnership,Real Estate,TSB,UK,Medium,1,ACC10096,NatWest,Isle of Man,Loan Disbursement,680759.82,GBP,REF64998,Investment,None,0
TX100753,2023-05-27,15:54:25,Saturday,May,Q2,ACC10076,Entity_076,LLP,Import/Export,Monzo,USA,Medium,0,ACC10108,Santander UK,UK,Standing Order,109213.08,AED,REF90787,Consultancy Fee,None,0
TX100754,2023-12-24,10:31:14,Sunday,December,Q4,ACC10107,Entity_107,LLP,Hospitality,Monzo,UK,Low,0,ACC10089,Metro Bank,Cayman Islands,Loan Repayment,1713.87,GBP,REF47264,Loan Payment,None,0
TX100755,2023-06-11,17:20:33,Sunday,June,Q2,ACC10046,Entity_046,Individual,Manufacturing,Metro Bank,UK,High,0,ACC10002,Metro Bank,UK,BACS,1093.12,GBP,REF70210,Repayment,None,0
TX100756,2023-08-28,17:05:34,Monday,August,Q3,ACC10030,Entity_030,Individual,Hospitality,TSB,UK,High,0,ACC10106,Metro Bank,Germany,CHAPS,845.32,GBP,REF28342,Property Purchase,None,0
TX100757,2023-01-21,09:38:13,Saturday,January,Q1,ACC10039,Entity_039,Individual,Hospitality,Virgin Money,BVI,High,0,ACC10014,Virgin Money,Singapore,Loan Repayment,725331.99,GBP,REF78813,Intercompany Transfer,None,0
TX100758,2023-03-16,12:52:22,Thursday,March,Q1,ACC10046,Entity_046,Individual,Manufacturing,Metro Bank,UK,High,0,ACC10058,Starling,Singapore,Loan Disbursement,2384.12,GBP,REF62596,Trade Settlement,None,0
TX100759,2023-06-22,14:13:56,Thursday,June,Q2,ACC10112,Entity_112,Charity,Import/Export,Barclays,UK,Low,0,ACC10039,Virgin Money,BVI,SWIFT,9350.49,GBP,REF33489,Unknown,None,0
TX100760,2023-06-03,13:58:44,Saturday,June,Q2,ACC10095,Entity_095,Charity,Manufacturing,Starling,UAE,Low,0,ACC10065,Santander UK,UK,SWIFT,1021289.32,GBP,REF52499,Property Purchase,None,0
TX100761,2023-07-13,13:25:12,Thursday,July,Q3,ACC10107,Entity_107,LLP,Hospitality,Monzo,UK,Low,0,ACC10093,Metro Bank,UK,CHAPS,105650.41,GBP,REF26006,Unknown,None,0
TX100762,2023-03-30,16:54:17,Thursday,March,Q1,ACC10098,Entity_098,Individual,Logistics,Santander UK,UK,Low,0,ACC10003,Virgin Money,UK,CHAPS,4052.54,GBP,REF76129,Investment,None,0
TX100763,2023-12-12,13:40:37,Tuesday,December,Q4,ACC10039,Entity_039,Individual,Hospitality,Virgin Money,BVI,High,0,ACC10070,Barclays,UK,Loan Disbursement,114.97,EUR,REF27201,Dividend,None,0
TX100764,2023-12-03,12:51:25,Sunday,December,Q4,ACC10029,Entity_029,Corporate,Technology,Metro Bank,Netherlands,Low,0,ACC10014,Virgin Money,Singapore,CHAPS,924841.17,GBP,REF35653,Repayment,None,0
TX100765,2023-07-11,14:00:09,Tuesday,July,Q3,ACC10116,Entity_116,Charity,Retail,Metro Bank,UK,Medium,0,ACC10105,HSBC,Malta,CHAPS,636179.32,AED,REF38415,Dividend,None,0
TX100766,2023-10-08,12:35:37,Sunday,October,Q4,ACC10112,Entity_112,Charity,Import/Export,Barclays,UK,Low,0,ACC10018,HSBC,UK,SWIFT,9722.24,GBP,REF88300,Intercompany Transfer,Structuring,1
TX100767,2023-10-19,15:15:10,Thursday,October,Q4,ACC10104,Entity_104,Corporate,Logistics,Starling,Netherlands,Medium,0,ACC10053,TSB,UK,CHAPS,226.96,EUR,REF42033,Investment,None,0
TX100768,2023-05-18,13:24:05,Thursday,May,Q2,ACC10116,Entity_116,Charity,Retail,Metro Bank,UK,Medium,0,ACC10041,Metro Bank,UK,CHAPS,250000,GBP,REF65739,Investment,Round Number,1
TX100769,2023-10-17,11:16:05,Tuesday,October,Q4,ACC10034,Entity_034,Individual,Finance,HSBC,UK,Low,0,ACC10097,Starling,UK,Loan Disbursement,60623.14,GBP,REF48249,Property Purchase,None,0
TX100770,2023-05-03,13:11:28,Wednesday,May,Q2,ACC10025,Entity_025,Charity,Logistics,Starling,UK,High,0,ACC10108,Santander UK,UK,Loan Repayment,1001263.71,GBP,REF89740,Investment,None,0
TX100771,2023-06-23,11:36:57,Friday,June,Q2,ACC10015,Entity_015,Trust,Construction,Santander UK,UK,Low,0,ACC10089,Metro Bank,Cayman Islands,Wire Transfer,572598.1,GBP,REF19686,Intercompany Transfer,None,0
TX100772,2023-05-25,13:45:07,Thursday,May,Q2,ACC10003,Entity_003,LLP,Retail,Virgin Money,UK,Low,0,ACC10046,Metro Bank,UK,CHAPS,12342.29,GBP,REF13591,Dividend,None,0
TX100773,2023-12-03,08:35:51,Sunday,December,Q4,ACC10075,Entity_075,SPV,Finance,Metro Bank,UK,Low,0,ACC10016,HSBC,Isle of Man,FX Settlement,515285.98,GBP,REF30700,Consultancy Fee,None,0
TX100774,2023-04-08,08:55:43,Saturday,April,Q2,ACC10011,Entity_011,Individual,Retail,Metro Bank,Singapore,High,0,ACC10081,Virgin Money,UK,BACS,593.71,GBP,REF76792,Unknown,None,0
TX100775,2023-03-16,13:02:21,Thursday,March,Q1,ACC10017,Entity_017,Individual,Finance,NatWest,UK,Low,0,ACC10110,Metro Bank,UK,CHAPS,2699.35,GBP,REF67099,Repayment,None,0
TX100776,2023-11-08,17:25:03,Wednesday,November,Q4,ACC10109,Entity_109,SME,Logistics,Lloyds,UK,Medium,1,ACC10071,TSB,Malta,FX Settlement,282479.03,USD,REF32462,Loan Payment,High-Risk Jurisdiction,1
TX100777,2023-06-20,15:09:56,Tuesday,June,Q2,ACC10106,Entity_106,SPV,Import/Export,Metro Bank,Germany,Medium,0,ACC10102,Monzo,UK,BACS,789342.18,GBP,REF90929,Repayment,None,0
TX100778,2023-06-19,15:58:44,Monday,June,Q2,ACC10031,Entity_031,SME,Retail,Lloyds,USA,Low,0,ACC10117,Barclays,UK,Standing Order,1864.95,GBP,REF70044,Consultancy Fee,None,0
TX100779,2023-05-30,11:13:18,Tuesday,May,Q2,ACC10104,Entity_104,Corporate,Logistics,Starling,Netherlands,Medium,0,ACC10112,Barclays,UK,Wire Transfer,116641.96,GBP,REF31175,Property Purchase,None,0
TX100780,2023-01-28,18:27:19,Saturday,January,Q1,ACC10022,Entity_022,Corporate,Construction,Santander UK,UK,Low,0,ACC10015,Santander UK,UK,BACS,255160.85,GBP,REF57701,Intercompany Transfer,None,0
TX100781,2023-03-17,08:52:53,Friday,March,Q1,ACC10065,Entity_065,LLP,Hospitality,Santander UK,UK,Medium,0,ACC10107,Monzo,UK,Loan Disbursement,1271762.25,GBP,REF92552,Repayment,None,0
TX100782,2023-10-10,08:19:27,Tuesday,October,Q4,ACC10026,Entity_026,Trust,Retail,Santander UK,UK,Low,0,ACC10033,Barclays,Germany,Wire Transfer,239.74,GBP,REF43413,Repayment,None,0
TX100783,2023-12-07,12:58:54,Thursday,December,Q4,ACC10026,Entity_026,Trust,Retail,Santander UK,UK,Low,0,ACC10033,Barclays,Germany,Loan Repayment,26306.4,EUR,REF34822,Intercompany Transfer,None,0
TX100784,2023-10-24,16:38:58,Tuesday,October,Q4,ACC10097,Entity_097,Corporate,Finance,Starling,UK,Medium,0,ACC10067,Barclays,UK,CHAPS,10000,GBP,REF35260,Repayment,Round Number,1
TX100785,2023-06-17,15:03:28,Saturday,June,Q2,ACC10116,Entity_116,Charity,Retail,Metro Bank,UK,Medium,0,ACC10108,Santander UK,UK,Wire Transfer,61944.49,GBP,REF94616,Investment,None,0
TX100786,2023-02-05,09:52:25,Sunday,February,Q1,ACC10102,Entity_102,LLP,Finance,Monzo,UK,Low,0,ACC10063,Starling,BVI,Wire Transfer,204534.88,USD,REF34084,Investment,High-Risk Jurisdiction,1
TX100787,2023-06-05,18:50:48,Monday,June,Q2,ACC10065,Entity_065,LLP,Hospitality,Santander UK,UK,Medium,0,ACC10055,NatWest,UK,SWIFT,630941.01,GBP,REF54342,Consultancy Fee,None,0
TX100788,2023-03-23,09:51:30,Thursday,March,Q1,ACC10116,Entity_116,Charity,Retail,Metro Bank,UK,Medium,0,ACC10025,Starling,UK,CHAPS,11517.98,GBP,REF78006,Property Purchase,None,0
TX100789,2023-05-06,10:37:19,Saturday,May,Q2,ACC10027,Entity_027,LLP,Real Estate,HSBC,UK,Low,0,ACC10075,Metro Bank,UK,Internal Transfer,147.29,EUR,REF87703,Property Purchase,None,0
TX100790,2023-01-02,12:57:46,Monday,January,Q1,ACC10004,Entity_004,SPV,Technology,Starling,UK,Low,0,ACC10007,Barclays,UK,Standing Order,83841.07,EUR,REF82497,Unknown,None,0
TX100791,2023-07-14,12:02:16,Friday,July,Q3,ACC10095,Entity_095,Charity,Manufacturing,Starling,UAE,Low,0,ACC10005,Metro Bank,UK,Wire Transfer,1784.02,USD,REF52963,Trade Settlement,None,0
TX100792,2023-04-16,14:36:41,Sunday,April,Q2,ACC10056,Entity_056,Partnership,Real Estate,TSB,UK,Medium,1,ACC10035,HSBC,UK,Standing Order,1967.29,EUR,REF92191,Intercompany Transfer,None,0
TX100793,2023-12-31,15:31:18,Sunday,December,Q4,ACC10112,Entity_112,Charity,Import/Export,Barclays,UK,Low,0,ACC10063,Starling,UK,CHAPS,1124298.68,GBP,REF15750,Dividend,None,0
TX100794,2023-12-01,16:26:55,Friday,December,Q4,ACC10020,Entity_020,Individual,Construction,Lloyds,UK,Medium,0,ACC10008,Monzo,Netherlands,FX Settlement,58831.48,EUR,REF88257,Consultancy Fee,None,0
